"code","Phylum","Genus","filename","Replicate","Di_2,3_diaminopropionic acid_14073","Tri_2,3_diaminopropionic acid_14940","Di_ornithine_15391","Tri_ornithine_17210","Tri_histidine_17315","Tri_2,3_diaminopropionic acid_17863","Tri_2,3_diaminopropionic acid_17869","Di_ornithine_17963","Tri_arginine_18281","Tri_2,3_diaminopropionic acid_18373","Tri_proline_M+NH4_18411","Tri_putrescine_18433","Tri_cystine_19329","Tri_cadaverine_19586","3a,7a,12k_alanine_20366","Tri_glutamine_22099","Di_citrulline_22104","Tri_citrulline_22220","Tri_phenylalanine_22512","Di_ornithine_22619","Di_phenylalanine_22687","Tri_serine_23158","3a,7a,12k_lysine_23168","3k12a_lysine_23849","Tri_GABA_M+H2O_23885","3a7k_citrulline_24966","Di_lysine_25070","Di_ornithine_25325","3a7k_threonine_27078","Di_alanine_27176","3k7a_glutamine_29953","Di_glutamine_30065","Di_glutamine_30067","Di_glutamine_31254","Di_citrulline_31270","Mono_ornithine_31596","Mono_lysine_32192","Tri_dopamine_32195","Di_serine_32622","Di_threonine_33288","Mono_ornithine_33494","Tri_methionine_33885","Di_dopamine_34015","Di_unconjugated_34634","Di_methionine_34896","Tri_2_aminophenol_35037","Di_alanine_35826","Tri_3_methoxytyramine_36008","Di_3_methoxytyramine_37128","Di_3_methoxytyramine_37165","Di_dopamine_38088","Tri_tryptamine_38723","Mono_tyramine_38979","Di_3_methoxytyramine_39396","Mono_methionine_41397","Mono_phenylalanine_41412","Mono_serotonin_42743","Tri_glyglycine_20401"
"A0A174Z2R4","Bacillota","Lachnospira","P1_A5_cluster169_A0A174Z2R4","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A174ZD20","Bacillota",NA,"P1_C5_cluster178_A0A174ZD20","rep1",0,5722.568,0,0,0,0,39400.242,0,0,648879.75,0,0,2834.918,1251.614,214287.81,0,0,0,14620.248,0,2396.806,19037.438,260104.61,0,155330.22,0,0,4656.14,61787.75,3353.799,0,0,6069.668,7527.62,2986.789,0,0,0,79565.83,8020.316,0,75690.19,0,122711.84,0,230760.66,169962.78,0,2517.072,0,0,0,0,0,16674.178,20134.256,8454.201,29683.61
"A0A174ZD20","Bacillota",NA,"P1_C5_cluster178_A0A174ZD20_rep3","rep3",0,0,0,0,12387.965,0,81317.766,0,0,909811.7,0,0,0,0,245567.38,2254.032,0,0,8667.463,0,0,18494.607,248123.62,0,147356.06,0,5293.597,0,57120.61,0,0,0,5024.79,0,0,0,0,0,37561.82,8890.113,0,79025,0,131268.33,0,230130.84,191763.5,0,0,0,0,0,0,0,14353.393,17131.814,0,72128.05
"A0A174ZD20","Bacillota",NA,"P1_C5_cluster178_A0A174ZD20_rep2","rep2",0,0,0,0,0,0,66806.75,0,5593.1973,627993.6,0,0,3242.2083,0,263012.3,0,0,0,16536.52,0,7187.3926,18910.902,285942.7,0,166463.2,0,0,5615.71,90240.69,2573.6982,0,0,2547.9182,8748.876,2317.5513,0,0,0,34329.64,10633.575,977.2521,97670.086,0,127872.92,0,250323.39,179387.52,0,0,0,0,0,0,0,13218.621,30843.76,14288.668,44016.51
"A0A1C5L0B6","Bacillota","Blautia","P1_A6_cluster218_A0A1C5L0B6_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5L0B6","Bacillota","Blautia","P1_A6_cluster218_A0A1C5L0B6","rep1",0,55758.83,0,0,0,0,91982.984,0,0,637894.44,0,0,7578.078,0,837744.56,0,0,0,9086.293,0,17471.223,34960.5,501883.62,0,258801.33,0,0,5626.352,178046.72,39307.168,0,5586.279,20869.496,13334.738,6933.774,0,0,0,141930.58,17068.004,0,72219.75,0,275108.12,44843.113,256458.12,420138.56,0,9404.959,0,0,0,41690.94,0,12261.825,0,11857.167,140211.78
"A0A1C5L0B6","Bacillota","Blautia","P1_A6_cluster218_A0A1C5L0B6_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5LGL2","Bacillota","Blautia","P1_C4_cluster119_A0A1C5LGL2_rep3","rep3",0,4799.3096,0,0,0,0,27833.246,0,0,345130.94,0,0,0,0,234031.77,0,0,0,0,0,8631.379,2344.5012,106804.92,0,154713.58,0,0,0,34251.85,0,670.0905,906.3259,11816.131,8520.002,0,0,0,0,42874.402,2608.0222,0,40427.53,0,55294.363,0,0,103244.68,0,0,0,0,0,30296.158,0,9248.429,11904.9375,0,3086.343
"A0A1C5LGL2","Bacillota","Blautia","P1_C4_cluster119_A0A1C5LGL2_rep2","rep2",0,7702.996,0,0,0,0,10681.781,0,0,297671.75,0,0,0,0,330260.2,0,0,0,0,0,8026.9556,5167.1265,105628.36,0,147555.02,0,678.5701,837.8074,42221.914,0,0,0,8996.428,15580.565,0,0,0,0,84891.69,2757.096,755.9265,46079.28,0,35627.395,0,22084.125,138094.2,0,0,0,0,0,19426.41,0,18690.64,0,0,4510.5024
"A0A1C5LGL2","Bacillota","Blautia","P1_C4_cluster119_A0A1C5LGL2","rep1",0,15809.932,0,0,0,0,16295.313,0,0,254389.8,0,0,0,0,205485.28,0,0,0,7928.924,0,8480.133,5680.88,96972.8,0,126278.55,0,599.9596,2932.7688,37348.445,6207.897,3605.0195,2957.7876,13919.624,12554.404,0,0,0,0,90367.625,2050.8064,1296.0868,39871.38,0,54213.773,0,31506.727,96775.84,0,0,0,0,0,50143.805,0,5445.749,0,0,6897.9834
"A0A1C5M2J2","Bacillota","Ruminococcus","P1_C9_cluster392_A0A1C5M2J2_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5M2J2","Bacillota","Ruminococcus","P1_C9_cluster392_A0A1C5M2J2","rep1",0,166905.12,0,1848.916,80237.055,0,175651.86,0,22623.943,1767401.2,1848.916,0,7819.893,0,719910.56,15369.036,0,21859.518,51775.49,0,4579.168,32307.291,413163.88,0,220114.9,0,17658.156,1036.561,158436.31,34927,0,9036.19,33626.312,2062.169,14313.187,0,0,0,145098.73,42525.86,0,146632.77,0,221012.62,2082.57,176380.66,271399.94,0,5979.43,0,0,0,0,0,11200.264,20702.428,8005.571,134195.62
"A0A1C5M2J2","Bacillota","Ruminococcus","P1_C9_cluster392_A0A1C5M2J2_rep3","rep3",0,177039.03,0,2880.729,81725.62,16500.55,196870.92,0,7060.72,3320374.5,0,0,0,0,673962.4,11538.186,0,47896.195,51719.85,0,5863.041,29130.47,390670.56,0,201450.81,0,10926.782,0,171945.73,40686.47,0,9911.425,36409.215,0,6267.296,0,0,0,63353.37,53794.535,0,164844.2,0,283244.94,2827.105,160265.98,270536.94,2675.175,3741.729,0,0,0,0,0,7620.191,11003.798,4379.859,116318.76
"A0A1C5MIH1","Bacillota","Clostridium","P1_E9_cluster398_A0A1C5MIH1_rep3","rep3",0,0,0,0,0,0,0,0,0,182238,0,0,0,0,255430.02,0,0,0,0,0,0,0,10875.177,0,289883.75,0,0,4759.115,0,0,0,0,0,0,0,0,0,0,50764.27,0,5308.754,7534.587,0,0,0,153180.1,58092.09,0,0,0,0,0,169063.52,0,0,9930.479,5182.456,0
"A0A1C5MIH1","Bacillota","Clostridium","P1_E9_cluster398_A0A1C5MIH1","rep1",0,2434.795,0,0,0,0,0,0,0,157726.14,0,0,0,0,235932.39,0,0,0,0,0,2000.88,0,17981.328,0,280483.25,0,0,8369.817,6940.786,0,0,0,0,2722.359,0,0,0,0,89426.77,0,5470.797,8594.81,0,7215.456,0,223136.08,76056.6,0,2434.951,0,0,0,115405.7,0,0,0,5725.032,0
"A0A1C5MIH1","Bacillota","Clostridium","P1_E9_cluster398_A0A1C5MIH1_rep2","rep2",0,0,0,0,0,0,0,0,0,265049.1,0,0,0,0,681929.3,0,0,0,0,0,0,0,16975.084,0,381400.66,0,0,2521.885,8847.599,0,0,0,0,1427.165,0,0,0,0,113389.92,0,9652.534,11040.59,0,0,0,258776.84,67754.23,0,0,0,0,0,146202.75,0,0,10439.986,0,0
"A0A1C5MV31","Bacillota","Clostridium","P1_A8_cluster314_A0A1C5MV31","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5MV31","Bacillota","Clostridium","P1_A8_cluster314_A0A1C5MV31_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5MV31","Bacillota","Clostridium","P1_A8_cluster314_A0A1C5MV31_rep3","rep3",0,9599.402,0,0,0,0,59198.016,0,6341.582,1240738.9,0,0,3480.001,0,1618423.8,0,0,0,29840.383,0,0,8784.489,203750.42,0,181273.23,0,3871.283,10859.84,48778.72,30599.148,0,0,4082.063,5717.966,34771.793,0,0,0,86288.11,14811.896,1306.936,158462.45,0,218771.88,0,83092.01,400828.38,0,0,0,0,0,49309.16,0,14712.754,27599.762,14258.167,154769.17
"A0A1C5PCN0","Bacillota","Clostridium","P1_G2_cluster44_A0A1C5PCN0_rep3","rep3",3130.88,9463.512,0,7307.602,94666.016,1483.891,143852.92,0,33619.465,1392837.1,7307.602,0,4616.455,0,966821.94,36932.53,7042.089,58983.18,90661.055,0,32943.82,30185.81,410848.3,0,337609.94,1372.94,46632.87,11304.859,211304.19,7316.952,3780.103,5789.925,22206.81,34552.105,68800.516,0,4616.053,0,212589.36,22458.867,0,297497.47,0,292414.72,13783.395,301049.34,329601.44,1846.665,0,0,0,0,58294.344,0,52990.133,103791.04,5379.021,98166.375
"A0A1C5PCN0","Bacillota","Clostridium","P1_G2_cluster44_A0A1C5PCN0_rep2","rep2",0,44967.406,0,0,0,0,119018.05,0,50461.227,1012007.7,0,0,23174.494,0,1439367.6,26534.133,2134.528,49476.797,84393.98,0,35986.832,47889.43,580331,0,339077.75,3062.062,52887.973,21233.002,181299.92,17587.36,5596.511,5216.388,24259.938,68247.04,97525.79,0,0,0,266983.16,33178.95,0,368343.03,0,284228.94,8568.15,345755.38,197861.77,0,2890.393,0,0,0,230629.94,0,70799.04,171328.36,10788.978,159395.83
"A0A1C5PCN0","Bacillota","Clostridium","P1_G2_cluster44_A0A1C5PCN0","rep1",0,54881.426,0,0,0,0,105768.63,1630.9595,45416.188,1218010.8,0,0,26278.719,0,1269762,40963.473,13465.244,60344.17,121090.46,0,43365.2,41256.297,541174.75,0,366717.44,0,61582.277,20451.04,160623.1,11185.201,6620.8853,7448.914,28316.488,42828.29,87719.695,0,1276.5295,0,295680,30479.46,803.6843,322083.66,1060.1567,304136.53,27085.209,411311.28,477360,0,3916.8906,0,0,0,73544.84,7272.9795,55533.797,205304.72,0,144725.19
"A0A1C5QNJ0","Bacillota","Ruminococcus","P1_B5_cluster177_A0A1C5QNJ0","rep1",0,17227.707,0,0,0,0,41304.934,0,0,745099.6,0,0,0,0,399746.1,0,0,0,3792.1177,0,793.4868,12462.87,209422.53,0,268715.72,0,0,2870.0789,34607.277,6497.1626,1118.9937,0,5597.8003,4164.264,0,0,0,0,30862.545,5513.5693,0,57472.812,0,146359.03,0,248588.36,215213.42,0,2000.9491,0,0,0,0,0,0,0,9044.432,90746.98
"A0A1C5QNJ0","Bacillota","Ruminococcus","P1_B5_cluster177_A0A1C5QNJ0_rep2","rep2",0,25316.18,0,0,0,0,72021.87,0,0,1106203,0,0,0,0,624289.9,0,0,0,8640.447,0,0,18464.213,246580.98,0,339957.9,0,0,703.7898,67004.16,4585.1787,0,0,2702.6895,6384.2017,0,0,0,0,7286.1255,7613.297,1496.8331,66958.945,0,181848.8,0,236680.16,133274.58,0,0,0,0,0,27787.568,0,9858.805,0,0,97833.83
"A0A1C5QNJ0","Bacillota","Ruminococcus","P1_B5_cluster177_A0A1C5QNJ0_rep3","rep3",0,7571.319,0,0,0,0,41165.523,0,0,1160068.5,0,0,0,0,421463.72,0,0,0,0,0,0,14043.17,208875.78,0,266833.8,0,681.3519,0,35714.285,0,0,759.0828,1562.9968,0,0,0,0,0,0,4286.1387,0,56858.81,0,215998.12,0,231430.05,182990.58,0,0,0,0,0,0,0,4397.1113,0,8017.469,86029.195
"A0A1C5S406","Bacillota","Eubacterium","P1_D1_cluster8_A0A1C5S406","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5S406","Bacillota","Eubacterium","P1_D1_cluster8_A0A1C5S406_rep3","rep3",0,0,0,0,0,0,8675.26,0,0,248277.33,0,0,0,0,448892.66,0,0,0,0,0,0,0,101465.086,0,90222.19,0,0,0,21232.47,0,0,0,0,4047.9766,0,0,0,0,216285.83,0,664.1344,18332.139,0,46127.715,0,4906.8164,63782.312,0,0,0,0,0,28992.727,0,4873.5684,7167.1484,0,33025.703
"A0A1C5S406","Bacillota","Eubacterium","P1_D1_cluster8_A0A1C5S406_rep2_20250408112323","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5V0T2","Bacillota","Roseburia","P1_F3_cluster86_A0A1C5V0T2_rep2","rep2",0,0,0,0,0,0,0,0,0,47005.86,0,0,0,0,106942.16,0,0,0,0,0,0,915.7864,42682.55,0,117921.39,0,0,0,18334.344,0,0,0,668.6693,2719.0518,0,0,0,0,236522.14,2764.552,448.8955,8749.752,0,0,0,4972.324,49648.113,0,0,6192.647,0,0,63423.543,0,5540.4976,12692.334,0,0
"A0A1C5V0T2","Bacillota","Roseburia","P1_F3_cluster86_A0A1C5V0T2_rep3","rep3",0,0,0,0,0,0,0,0,0,36577.016,0,0,0,0,34656.914,0,0,0,0,0,723.1593,0,30347.303,0,88514.695,0,0,0,6495.093,0,0,0,0,2404.3406,0,0,0,0,157740.69,0,0,4459.5664,0,0,0,0,77453.07,0,0,0,0,0,30108.275,0,4339.4824,9594.379,0,0
"A0A1C5V0T2","Bacillota","Roseburia","P1_F3_cluster86_A0A1C5V0T2","rep1",0,0,0,0,0,0,0,0,0,37985.32,0,0,0,0,47234.69,0,0,0,0,0,0,0,28152.44,0,92949.92,0,0,805.8477,7216.6455,0,0,0,0,3837.8535,0,0,0,0,170325.22,1276.4313,0,5715.073,0,0,0,7061.2725,81171.234,0,0,0,0,0,24588.64,0,3197.37,0,0,0
"A0A1C5VKY6","Bacillota","Coprococcus","P1_E4_cluster144_A0A1C5VKY6_rep3","rep3",0,9971.562,0,0,18344.736,0,102115.16,0,0,621266.44,0,0,0,0,585117.2,3257.822,1464.679,3747.365,0,0,3258.617,11735.112,297498.97,0,199536.25,0,6071.684,0,152411.98,2763.533,0,2353.816,13710.367,0,4338.886,0,0,0,30311.055,7423.398,0,54360.156,0,252108,0,145255.28,289906.44,0,4773.433,0,0,0,0,0,7380.57,8546.16,0,112443.2
"A0A1C5VKY6","Bacillota","Coprococcus","P1_E4_cluster144_A0A1C5VKY6_rep2","rep2",0,19788,0,0,0,0,88317.625,0,0,615668.6,0,0,0,0,768786.1,2428.8586,1938.4036,0,0,0,0,31519.838,357518.56,0,231721.83,0,7217.619,871.5272,119524.78,9505.018,0,4395.7905,16046.25,15187.502,3287.849,0,0,0,126705.76,10806.245,0,63677.258,0,100067.5,0,153998.94,185371.19,0,0,0,0,0,88754.125,0,20283.219,35844.12,0,98640.97
"A0A1C5VKY6","Bacillota","Coprococcus","P1_E4_cluster144_A0A1C5VKY6","rep1",0,15370.105,0,0,6073.2583,0,72032.3,0,0,551641.06,0,0,0,0,590294.94,6059.912,0,1749.1157,4554.176,0,8934.774,23140.656,297684.4,0,198050.97,0,7077.121,0,155269.27,5970.7554,0,902.5413,13376.914,0,6820.76,0,0,0,139891.19,9119.292,0,48463.254,0,122382.555,0,165022.44,248698.67,0,0,0,0,0,50213.37,0,5150.872,21545.852,6311.8027,108073.73
"A0A1C5X749","Bacillota","Ruminococcus","P1_A11_cluster526_A0A1C5X749","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5X749","Bacillota","Ruminococcus","P1_A11_cluster526_A0A1C5X749_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C5X749","Bacillota","Ruminococcus","P1_A11_cluster526_A0A1C5X749_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6A728","Bacillota","Clostridium","P1_H4_cluster168_A0A1C6A728_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6A728","Bacillota","Clostridium","P1_H4_cluster168_A0A1C6A728_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6A728","Bacillota","Clostridium","P1_H4_cluster168_A0A1C6A728","rep1",0,27201.758,0,0,0,0,12213.846,2443.521,0,278977,0,0,0,0,298444.75,1538.9014,10090.656,0,3469.3433,0,41081.727,4595.5527,64612.19,0,17312.105,0,1780.2756,3125.9956,51197.902,0,0,0,7228.2812,10912.982,2980.8804,0,0,0,18323.695,2438.6719,805.2418,20537.406,0,103687.35,0,67089.7,65429.78,0,6019.914,0,0,0,368740.7,0,22486.861,21480.604,18034.604,4735.167
"A0A1C6E6X3","Bacillota","Ruminococcus","P1_B3_cluster56_A0A1C6E6X3_rep3","rep3",0,0,0,0,0,0,0,0,0,67311.7,0,0,0,0,59318.723,0,0,0,0,0,851.6951,0,20692.438,0,40060.902,0,0,0,0,0,0,0,0,0,0,0,0,0,14256.779,0,0,4982.092,0,11521.4,0,0,21962.775,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6E6X3","Bacillota","Ruminococcus","P1_B3_cluster56_A0A1C6E6X3_rep2","rep2",0,0,0,0,0,0,0,0,0,74210.08,0,0,0,0,142269.06,0,0,0,0,0,0,0,21777.398,0,42781.79,0,0,0,11815.043,0,0,0,0,0,0,0,0,0,18567,0,522.7123,6484.5635,0,7118.7285,0,0,13215.367,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6E6X3","Bacillota","Ruminococcus","P1_B3_cluster56_A0A1C6E6X3","rep1",0,0,0,0,0,0,0,0,0,75760.36,0,0,0,0,61651.18,0,0,0,0,0,1080.1661,0,21441.832,0,41165.316,0,0,612.9736,8891.655,0,0,0,0,0,0,0,0,0,53191.734,0,790.0341,6128.2437,0,15909.921,0,2590.9746,28788.236,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6E707","Bacillota","Blautia","P1_G7_cluster285_A0A1C6E707","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6E707","Bacillota","Blautia","P1_G7_cluster285_A0A1C6E707_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6E707","Bacillota","Blautia","P1_G7_cluster285_A0A1C6E707_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6FDU7","Bacillota","Ruminococcus","P1_G12_cluster830_A0A1C6FDU7_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6FDU7","Bacillota","Ruminococcus","P1_G12_cluster830_A0A1C6FDU7_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C6FDU7","Bacillota","Ruminococcus","P1_G12_cluster830_A0A1C6FDU7","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C7H271","Bacteroidota","Bacteroides","P1_G1_cluster13_A0A1C7H271","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C7H271","Bacteroidota","Bacteroides","P1_G1_cluster13_A0A1C7H271_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1C7H271","Bacteroidota","Bacteroides","P1_G1_cluster13_A0A1C7H271_rep3","rep3",118497.6,586848.7,149222.33,0,0,0,0,1974338,2237.561,9130606,55901.51,14171.807,6244.917,0,455926.6,2069.428,257657.73,0,0,272455.97,249157.16,0,1282.853,0,0,0,0,1956042.4,255852.92,165618.16,138676.28,171166.5,354885.1,10567.521,0,784874.44,267358.94,96207.37,0,35500.617,3011748.8,1918.954,3166061.2,575094.06,267316.38,6268340,398041.22,119695.086,10169221,974411.9,2413508.5,114348.94,2080535,1112514.5,494424.3,711304.6,301162.25,0
"A0A1D2WV04","Euryarchaeota","Methanobrevibacter","P1_E5_cluster184_A0A1D2WV04","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.5222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1D2WV04","Euryarchaeota","Methanobrevibacter","P1_E5_cluster184_A0A1D2WV04_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1D2WV04","Euryarchaeota","Methanobrevibacter","P1_E5_cluster184_A0A1D2WV04_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.87809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.42114,0,0,0,0,0,0,0,7168.793
"A0A1E3ADP5","Bacillota","Eisenbergiella","P1_E7_cluster272_A0A1E3ADP5_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1E3ADP5","Bacillota","Eisenbergiella","P1_E7_cluster272_A0A1E3ADP5_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1E3ADP5","Bacillota","Eisenbergiella","P1_E7_cluster272_A0A1E3ADP5","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1I4P275","Pseudomonadota","Marinobacter","P2_F4_Marinobacter_A0A1I4P275","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1I4P275","Pseudomonadota","Marinobacter","P2_F4_Marinobacter_A0A1I4P275_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.8577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1I4P275","Pseudomonadota","Marinobacter","P2_F4_Marinobacter_A0A1I4P275_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1M3L7G3","Bacteroidota","Dysgonomonas","P1_E2_cluster38_A0A1M3L7G3","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.1458,0,34267.64,0,0,6850.5366,0,0,127003.1,11300.279,9748.954,0,0,0,0,0,29819.441,0
"A0A1M3L7G3","Bacteroidota","Dysgonomonas","P1_E2_cluster38_A0A1M3L7G3_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577.1686,0,16608.34,0,0,0,0,0,75948.5,10592.72,2675.6235,0,0,0,0,0,0,0
"A0A1M3L7G3","Bacteroidota","Dysgonomonas","P1_E2_cluster38_A0A1M3L7G3_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088.512,0,21499.906,0,0,0,0,0,104245.39,8327.451,7554.277,0,0,0,0,0,17662.242,0
